cid|client_name|chatwoot_account_name|cutoff_day|period_start|status|alerta|conversations_total|messages_total|customer_messages_total|outgoing_messages_total|avg_messages_per_conversation|contracted_inboxes_count|observed_inboxes_count|active_inboxes_count|inactive_inboxes_count|contracted_messages_monthly|contracted_agents|pct_uso|uso_rango|base_medicion|pct_uso_bolsa|prev_messages_total|crecimiento_pct|tendencia|tier|last_activity_at
159123|MUMBII|MUMBii|12|2026-06-13|usage_alert|bajo|0|0|0|0|0|1|6|0|1|0|5|0|0-25|agentes|~|~|~|sin_historico|~|~
57100|Soldadoras Miller México|Soldatek|12|2026-07-13|ok|crecimiento|42|1237|712|525|29.45|1|6|~|~|0|3|234.3|100+|hibrido|~|495|149.9|sube|B|~
57100|Soldadoras Miller México|Soldatek|12|2026-06-13|usage_alert|crecimiento|39|495|277|218|12.69|1|6|0|1|0|3|165|100+|hibrido|~|~|~|sin_historico|~|2026-07-10
79070|SUNDECK PERSIANAS Y DECORACIONES|DAVID ROJAS|12|2026-07-13|ok|crecimiento|63|10105|5230|4875|160.4|1|3|~|~|0|2|5875|100+|agentes|~|1425|609.1|sube|C|~
79070|SUNDECK PERSIANAS Y DECORACIONES|DAVID ROJAS|12|2026-06-13|usage_alert|crecimiento|95|1425|565|860|15|1|3|0|1|0|2|712.5|100+|agentes|~|~|~|sin_historico|~|2026-07-13
144165|Auto Ideal Chevrolet|Chevrolet Autoideal|12|2026-07-13|ok|crecimiento|1054|16696|5839|10857|15.84|1|5|~|~|10000|9|2157.1|100+|hibrido|167|115|14418.3|sube|C|~
144165|Auto Ideal Chevrolet|Chevrolet Autoideal|12|2026-06-13|usage_alert|bajo|14|115|44|71|8.21|1|5|0|1|10000|9|12.8|0-25|hibrido|1.1|~|~|sin_historico|~|2026-07-13
166208|TECNOLOGIA INTELIGENTE DH|Tecnología inteligente DH|13|2026-07-14|usage_alert|bajo|0|0|0|0|0|4|4|~|~|0|2|0|0-25|agentes|~|2|-100|baja|A|~
166208|TECNOLOGIA INTELIGENTE DH|Tecnología inteligente DH|13|2026-06-14|usage_alert|bajo|1|2|1|1|2|4|4|1|3|0|2|1|0-25|agentes|~|~|~|sin_historico|~|2026-06-25
152702|Fomento Integral|Fomento Integral|13|2026-07-14|ok|crecimiento|21|145|112|33|6.9|2|2|~|~|0|2|91.8|75-100|hibrido|~|70|107.1|sube|A|~
152702|Fomento Integral|Fomento Integral|13|2026-06-14|ok|ok|12|70|38|32|5.83|2|2|2|0|0|2|35|25-50|hibrido|~|~|~|sin_historico|~|2026-07-13
178294|ISESA GENERADORES|ISESA Generadores|14|2026-07-15|ok|crecimiento|640|3963|2364|1599|6.19|8|8|~|~|0|1|2251.7|100+|agentes|~|3441|15.2|plana|B|~
178294|ISESA GENERADORES|ISESA Generadores|14|2026-06-15|ok|crecimiento|476|3441|1700|1741|7.23|8|8|6|2|0|1|3441|100+|agentes|~|~|~|sin_historico|~|2026-07-15
165649|Nexxo Real Estate|Nexxo Real Estate|14|2026-07-15|usage_alert|bajo|0|0|0|0|0|1|1|~|~|0|2|0|0-25|agentes|~|0|~|sin_historico|A|~
165649|Nexxo Real Estate|Nexxo Real Estate|14|2026-06-15|usage_alert|bajo|0|0|0|0|0|1|1|0|1|0|2|0|0-25|agentes|~|~|~|sin_historico|~|~
168515|Point City Hotel|Grupo GALEZ México|14|2026-07-15|ok|crecimiento|178|4611|2439|2172|25.9|1|5|~|~|0|1|2619.9|100+|agentes|~|1749|163.6|sube|B|~
168515|Point City Hotel|Grupo GALEZ México|14|2026-06-15|operational_error|crecimiento|151|1749|809|940|11.58|1|5|0|1|0|1|1749|100+|agentes|~|~|~|sin_historico|~|2026-07-15
~|GRUPO TORRES CORZO|Grupo Torres Corzo|1|2026-08-02|operational_error|operativo|0|0|0|0|0|~|135|~|~|~|~|~|sin_plan|tendencia|~|169931|-100|baja|~|~
~|GRUPO TORRES CORZO|GTC Soporte|1|2026-08-02|ok|crecimiento|56|6608|3658|2950|118|~|2|0|2|~|~|~|sin_plan|tendencia|~|5011|31.9|sube|~|~
~|Medicall Expert|Grupo Medexp|1|2026-08-02|operational_error|operativo|224|4112|1986|2126|18.36|~|19|4|15|~|15|274.1|100+|agentes|~|71654|-94.3|baja|~|~
~|Equipos de Elevacion|Grupo Equielsa|1|2026-08-02|ok|crecimiento|2891|20667|8291|12376|7.15|~|5|0|5|~|9|2296.3|100+|agentes|~|27987|-26.2|plana|~|~
